sp_code,subfamily,genus,guild,regions,sites,elevational_bands,transect_number,trap_number_code,elevation,latitude,longitude,bait_type,abundance,seasons,dates,habitat,exposure_time,et_pcode,excluded_for_nutrient_ratios_analyses,excluded_for_total_bait_occupancy_analysis
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E018-A,1647,-5.75582,145.2365,CHO + Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,1,1700-FP-E019-A,1659,-5.75582,145.2365,CHO,1,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E020-A,1666,-5.75604,145.23658,Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E021-A,1676,-5.75604,145.23653,CHO + Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E022-A,1686,-5.75605,145.23652,Lipid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E023-A,1698,-5.756,145.23652,H2O,0,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E024-A,1711,-5.75613,145.23653,NaCl,0,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,1,1700-FP-E025-A,1726,-5.75614,145.23654,CHO,2,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E026-A,1737,-5.75625,145.23672,H2O,0,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E027-A,1741,-5.75625,145.23672,Lipid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E028-A,1748,-5.75626,145.23672,Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E029-A,1754,-5.7564,145.23682,NaCl,0,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E030-A,1756,-5.75659,145.23682,CHO + Amino Acid,4,Dry,17-Jun-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E031-A,1757,-5.75689,145.23676,Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E032-A,1758,-5.75701,145.23675,NaCl,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E033-A,1757,-5.7571,145.23673,CHO,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E034-A,1766,-5.75707,145.23665,Lipid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E035-A,1768,-5.75712,145.23662,H2O,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E036-A,1772,-5.75712,145.23661,Lipid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,2,1700-FP-E037-A,1779,-5.75713,145.23661,CHO + Amino Acid,5,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E038-A,1780,-5.75727,145.23648,CHO,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
RHYT002,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_1700m,1700,2,1700-FP-E039-A,1786,-5.75728,145.23648,NaCl,1,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
ANON003,Dolichoderinae,Anonychomyrma,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E040-A,1794,-5.75746,145.23652,Amino Acid,12,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E041-A,1799,-5.7575,145.23651,H2O,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
PHEI053,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E042-A,1810,-5.75749,145.23648,CHO + Amino Acid,1,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E043-A,1823,-5.75748,145.23643,Lipid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E044-A,1830,-5.75752,145.2364,NaCl,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E045-A,1837,-5.75757,145.2364,CHO,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E046-A,1841,-5.75765,145.2364,Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
ANON003,Dolichoderinae,Anonychomyrma,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E047-A,1850,-5.7577,145.23637,H2O,1,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E048-A,1859,-5.75777,145.23638,CHO + Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E049-A,1879,-5.75782,145.23634,Lipid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E050-A,1875,-5.75782,145.23633,NaCl,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E051-A,1879,-5.75787,145.2363,H2O,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E052-A,1886,-5.75797,145.23625,Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E053-A,1893,-5.75808,145.23618,CHO + Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E054-A,1897,-5.75815,145.23617,CHO,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E055-A,1897,-5.75819,145.23614,NaCl,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E056-A,1907,-5.75818,145.23615,CHO + Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E057-A,1915,-5.75811,145.23607,H2O,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E058-A,1924,-5.75809,145.23602,Amino Acid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E059-A,1936,-5.75809,145.236,CHO,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E060-A,1952,-5.75828,145.2359,Lipid,0,Dry,17-Jun-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E001-B,1527,-5.75484,145.23685,Amino Acid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E002-B,1534,-5.75494,145.23691,H2O,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E003-B,1541,-5.75494,145.23691,CHO,1,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E004-B,1553,-5.75495,145.23691,NaCl,4,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E005-B,1562,-5.75503,145.23692,Lipid,33,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E006-B,1569,-5.7551,145.23685,CHO + Amino Acid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E007-B,1577,-5.75517,145.23681,H2O,4,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E008-B,1578,-5.7552,145.2368,Amino Acid,2,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E009-B,1588,-5.75539,145.23673,CHO + Amino Acid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI044,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E010-B,1588,-5.75539,145.23673,Lipid,3,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E010-B,1588,-5.75539,145.23673,Lipid,49,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E011-B,1594,-5.75549,145.23673,CHO,35,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E012-B,1600,-5.75555,145.23673,NaCl,3,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E013-B,1610,-5.75563,145.23666,Amino Acid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E014-B,1614,-5.75565,145.23661,NaCl,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,1,1700-FP-E015-B,1625,-5.75564,145.23655,CHO + Amino Acid,2,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E016-B,1636,-5.7557,145.23649,Lipid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E017-B,1643,-5.75579,145.2365,CHO,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E018-B,1647,-5.75582,145.2365,H2O,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E019-B,1659,-5.75582,145.2365,CHO,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PARA015,Formicinae,Nylanderia,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E020-B,1666,-5.75604,145.23658,CHO + Amino Acid,3,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E021-B,1676,-5.75604,145.23653,Amino Acid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,1,1700-FP-E022-B,1686,-5.75605,145.23652,Lipid,1,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
RHYT002,Ectatomminae,Rhytidoponera,Predator/Scavenger,PNG,PNG_1700m,1700,1,1700-FP-E023-B,1698,-5.756,145.23652,H2O,1,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E024-B,1711,-5.75613,145.23653,NaCl,3,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI054,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E025-B,1726,-5.75614,145.23654,NaCl,2,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E025-B,1726,-5.75614,145.23654,NaCl,24,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,1,1700-FP-E026-B,1737,-5.75625,145.23672,CHO,2,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,1,1700-FP-E027-B,1741,-5.75625,145.23672,CHO + Amino Acid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E028-B,1748,-5.75626,145.23672,H2O,8,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,1,1700-FP-E029-B,1754,-5.7564,145.23682,Lipid,20,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,1,1700-FP-E030-B,1756,-5.75659,145.23682,Amino Acid,1,Wet,27-Oct-2012,Natural rainforest,60,1700_1,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,2,1700-FP-E031-B,1757,-5.75689,145.23676,H2O,2,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
CARE001,Myrmicinae,Carebara,Predator/Scavenger,PNG,PNG_1700m,1700,2,1700-FP-E032-B,1758,-5.75701,145.23675,Lipid,21,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,2,1700-FP-E033-B,1757,-5.7571,145.23673,Amino Acid,4,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E034-B,1766,-5.75707,145.23665,CHO,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,2,1700-FP-E035-B,1768,-5.75712,145.23662,CHO + Amino Acid,1,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E036-B,1772,-5.75712,145.23661,NaCl,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E037-B,1779,-5.75713,145.23661,CHO,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E038-B,1780,-5.75727,145.23648,H2O,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E039-B,1786,-5.75728,145.23648,CHO + Amino Acid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,2,1700-FP-E040-B,1794,-5.75746,145.23652,NaCl,1,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E041-B,1799,-5.7575,145.23651,Amino Acid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E042-B,1810,-5.75749,145.23648,H2O,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E043-B,1823,-5.75748,145.23643,NaCl,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E044-B,1830,-5.75752,145.2364,CHO,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
ANON013,Dolichoderinae,Anonychomyrma,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E045-B,1837,-5.75757,145.2364,CHO + Amino Acid,1,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
PARA015,Formicinae,Nylanderia,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E045-B,1837,-5.75757,145.2364,CHO + Amino Acid,4,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
ANON003,Dolichoderinae,Anonychomyrma,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E046-B,1841,-5.75765,145.2364,Amino Acid,2,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
TETR026,Myrmicinae,Tetramorium,Predator/Scavenger,PNG,PNG_1700m,1700,2,1700-FP-E047-B,1850,-5.7577,145.23637,Lipid,9,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E048-B,1859,-5.75777,145.23638,H2O,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E049-B,1879,-5.75782,145.23634,Amino Acid,2,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E050-B,1875,-5.75782,145.23633,CHO + Amino Acid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E051-B,1879,-5.75787,145.2363,CHO,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E052-B,1886,-5.75797,145.23625,Lipid,1,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
PHEI057,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E053-B,1893,-5.75808,145.23618,Lipid,37,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
PHEI053,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E054-B,1897,-5.75815,145.23617,NaCl,2,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E055-B,1897,-5.75819,145.23614,CHO,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E056-B,1907,-5.75818,145.23615,H2O,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
PHEI044,Myrmicinae,Pheidole,Generalistic,PNG,PNG_1700m,1700,2,1700-FP-E057-B,1915,-5.75811,145.23607,CHO + Amino Acid,13,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E058-B,1924,-5.75809,145.23602,Lipid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E059-B,1936,-5.75809,145.236,Amino Acid,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
NA,NA,NA,NA,PNG,PNG_1700m,1700,2,1700-FP-E060-B,1952,-5.75828,145.2359,NaCl,0,Wet,27-Oct-2012,Natural rainforest,60,1700_2,NO,NO
PHIL001,Dolichoderinae,Philidris,Generalistic,PNG,PNG_2200m,2200,1,2200-FP-D001-A,2445,-5.76318,145.17891,CHO + Amino Acid,2,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
PROL004,Formicinae,Prolasius,Generalistic,PNG,PNG_2200m,2200,1,2200-FP-D002-A,2448,-5.76311,145.17892,Lipid,10,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
PHIL001,Dolichoderinae,Philidris,Generalistic,PNG,PNG_2200m,2200,1,2200-FP-D003-A,2443,-5.76306,145.17893,NaCl,4,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D004-A,2442,-5.76297,145.17894,H2O,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
PROL004,Formicinae,Prolasius,Generalistic,PNG,PNG_2200m,2200,1,2200-FP-D005-A,2433,-5.76291,145.17891,CHO,1,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D006-A,2432,-5.76284,145.17899,Amino Acid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D007-A,2430,-5.76284,145.17906,Lipid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D008-A,2424,-5.7628,145.17912,NaCl,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D009-A,2421,-5.76271,145.17915,H2O,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D010-A,2417,-5.76266,145.1792,CHO,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D011-A,2415,-5.76262,145.17919,Amino Acid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
PROL004,Formicinae,Prolasius,Generalistic,PNG,PNG_2200m,2200,1,2200-FP-D012-A,2408,-5.76255,145.17925,CHO + Amino Acid,1,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D013-A,2403,-5.76243,145.17932,H2O,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D014-A,2403,-5.76243,145.17932,NaCl,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D015-A,2400,-5.76237,145.17933,CHO + Amino Acid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D016-A,2394,-5.7623,145.17934,Lipid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D017-A,2384,-5.76222,145.17931,Amino Acid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D018-A,2383,-5.76215,145.17933,CHO,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D019-A,2374,-5.76207,145.17935,H2O,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D020-A,2374,-5.762,145.17934,NaCl,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D021-A,2365,-5.76194,145.17934,CHO + Amino Acid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D022-A,2372,-5.76189,145.17936,Lipid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D023-A,2369,-5.76182,145.17935,Amino Acid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D024-A,2366,-5.76174,145.17934,CHO,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D025-A,2367,-5.76166,145.17934,H2O,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D026-A,2365,-5.76158,145.17933,NaCl,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D027-A,2362,-5.7615,145.17933,CHO + Amino Acid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D028-A,2365,-5.76144,145.17933,Lipid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D029-A,2368,-5.76134,145.17933,Amino Acid,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,1,2200-FP-D030-A,2362,-5.76128,145.17932,CHO,0,Dry,9-Jun-2012,Natural rainforest,60,2200_1,NO,NO
NA,NA,NA,NA,PNG,PNG_2200m,2200,2,2200-FP-D031-A,2365,-5.76087,145.17939,H2O,0,Dry,9-Jun-2012,Natural rainforest,60,2200_2,NO,NO
